num_auto,bw_plate_tx,bw_plate_rx,ocr_txt_tx,bits_equal,bit_errors,bits_tx,bits_rx
1,dataset_yolo/autos_bw/auto001.png,data_21m/autos_bw/auto001_rep01.png,KOZ.808,False,7,[0 0 1 ... 0 0 0],[0 0 1 ... 0 0 0]
1,dataset_yolo/autos_bw/auto001.png,data_21m/autos_bw/auto001_rep02.png,KOZ.808,True,0,[0 0 1 ... 0 0 0],[0 0 1 ... 0 0 0]
1,dataset_yolo/autos_bw/auto001.png,data_21m/autos_bw/auto001_rep03.png,KOZ.808,True,0,[0 0 1 ... 0 0 0],[0 0 1 ... 0 0 0]
1,dataset_yolo/autos_bw/auto001.png,data_21m/autos_bw/auto001_rep04.png,KOZ.808,True,0,[0 0 1 ... 0 0 0],[0 0 1 ... 0 0 0]
1,dataset_yolo/autos_bw/auto001.png,data_21m/autos_bw/auto001_rep05.png,KOZ.808,True,0,[0 0 1 ... 0 0 0],[0 0 1 ... 0 0 0]
2,dataset_yolo/autos_bw/auto002.png,data_21m/autos_bw/auto002_rep01.png,MAU.096,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
2,dataset_yolo/autos_bw/auto002.png,data_21m/autos_bw/auto002_rep02.png,MAU.096,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
2,dataset_yolo/autos_bw/auto002.png,data_21m/autos_bw/auto002_rep03.png,MAU.096,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
2,dataset_yolo/autos_bw/auto002.png,data_21m/autos_bw/auto002_rep04.png,MAU.096,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
2,dataset_yolo/autos_bw/auto002.png,data_21m/autos_bw/auto002_rep05.png,MAU.096,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
2,dataset_yolo/autos_bw/auto002.png,data_21m/autos_bw/auto002_rep06.png,MAU.096,False,1,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep01.png,URO 387,False,3,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep02.png,URO 387,False,1,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep03.png,URO 387,True,0,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep04.png,URO 387,True,0,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep05.png,URO 387,True,0,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep06.png,URO 387,True,0,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep07.png,URO 387,True,0,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep08.png,URO 387,True,0,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep09.png,URO 387,True,0,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep10.png,URO 387,True,0,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep11.png,URO 387,True,0,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
3,dataset_yolo/autos_bw/auto003.png,data_21m/autos_bw/auto003_rep12.png,URO 387,False,2,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
4,dataset_yolo/autos_bw/auto004.png,data_21m/autos_bw/auto004_rep01.png,RLO 6561,False,9,[1 0 1 ... 0 0 0],[1 0 1 ... 0 0 0]
4,dataset_yolo/autos_bw/auto004.png,data_21m/autos_bw/auto004_rep02.png,RLO 6561,True,0,[1 0 1 ... 0 0 0],[1 0 1 ... 0 0 0]
4,dataset_yolo/autos_bw/auto004.png,data_21m/autos_bw/auto004_rep03.png,RLO 6561,True,0,[1 0 1 ... 0 0 0],[1 0 1 ... 0 0 0]
5,dataset_yolo/autos_bw/auto005.png,data_21m/autos_bw/auto005_rep01.png,PCN 831,False,1,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
5,dataset_yolo/autos_bw/auto005.png,data_21m/autos_bw/auto005_rep02.png,PCN 831,True,0,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
