num_auto,bw_plate_tx,bw_plate_rx,ocr_txt_tx,bits_equal,bit_errors,bits_tx,bits_rx
10,dataset_yolo/autos_bw/auto010.png,data_1m/autos_bw/auto010_rep03.png,EJM 607,False,4,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
10,dataset_yolo/autos_bw/auto010.png,data_1m/autos_bw/auto010_rep04.png,EJM 607,False,13,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
10,dataset_yolo/autos_bw/auto010.png,data_1m/autos_bw/auto010_rep05.png,EJM 607,False,9,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
11,dataset_yolo/autos_bw/auto011.png,data_1m/autos_bw/auto011_rep01.png,HGR-959,False,13,[0 0 0 ... 1 0 0],[0 0 0 ... 1 0 0]
11,dataset_yolo/autos_bw/auto011.png,data_1m/autos_bw/auto011_rep02.png,HGR-959,False,2,[0 0 0 ... 1 0 0],[0 0 0 ... 1 0 0]
12,dataset_yolo/autos_bw/auto012.png,data_1m/autos_bw/auto012_rep01.png,KHT 439,False,9,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 1]
129,dataset_yolo/autos_bw/auto129.png,data_1m/autos_bw/auto129_rep01.png,HBM 486,False,962,[0 0 0 ... 0 0 0],[0 0 0 ... 1 1 0]
224,,data_1m/autos_bw/auto224_rep01.png,,False,2000,,[0 0 0 ... 1 0 0]
12,dataset_yolo/autos_bw/auto012.png,data_1m/autos_bw/auto012_rep02.png,KHT 439,False,88,[0 0 0 ... 0 0 1],[0 0 0 ... 0 0 0]
97,dataset_yolo/autos_bw/auto097.png,data_1m/autos_bw/auto097_rep01.png,NIN 354,False,1014,[1 1 1 ... 0 0 0],[1 0 0 ... 1 0 1]
13,dataset_yolo/autos_bw/auto013.png,data_1m/autos_bw/auto013_rep01.png,LZS 202,False,2,[1 1 1 ... 0 0 0],[1 1 1 ... 0 0 0]
14,dataset_yolo/autos_bw/auto014.png,data_1m/autos_bw/auto014_rep01.png,CCU 1081,False,1,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
64,dataset_yolo/autos_bw/auto064.png,data_1m/autos_bw/auto064_rep02.png,DDX699,False,793,[1 0 1 ... 0 0 0],[0 0 0 ... 0 0 0]
132,dataset_yolo/autos_bw/auto132.png,data_1m/autos_bw/auto132_rep01.png,LMN:134,False,953,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
64,dataset_yolo/autos_bw/auto064.png,data_1m/autos_bw/auto064_rep03.png,DDX699,False,790,[1 0 1 ... 0 0 0],[0 0 0 ... 0 0 0]
15,dataset_yolo/autos_bw/auto015.png,data_1m/autos_bw/auto015_rep01.png,447,True,0,[1 1 1 ... 0 1 1],[1 1 1 ... 0 1 1]
15,dataset_yolo/autos_bw/auto015.png,data_1m/autos_bw/auto015_rep02.png,447,True,0,[1 1 1 ... 0 1 1],[1 1 1 ... 0 1 1]
66,dataset_yolo/autos_bw/auto066.png,data_1m/autos_bw/auto066_rep01.png,CDU 939,False,852,[0 0 0 ... 1 1 1],[0 0 0 ... 0 0 0]
16,dataset_yolo/autos_bw/auto016.png,data_1m/autos_bw/auto016_rep01.png,DAt:770,False,3,[1 1 1 ... 0 0 0],[1 1 1 ... 0 0 0]
16,dataset_yolo/autos_bw/auto016.png,data_1m/autos_bw/auto016_rep02.png,DAt:770,True,0,[1 1 1 ... 0 0 0],[1 1 1 ... 0 0 0]
17,dataset_yolo/autos_bw/auto017.png,data_1m/autos_bw/auto017_rep01.png,JLY-629,False,2,[1 1 1 ... 0 1 1],[1 1 1 ... 0 1 1]
17,dataset_yolo/autos_bw/auto017.png,data_1m/autos_bw/auto017_rep02.png,JLY-629,True,0,[1 1 1 ... 0 1 1],[1 1 1 ... 0 1 1]
18,dataset_yolo/autos_bw/auto018.png,data_1m/autos_bw/auto018_rep01.png,NBV 597,False,7,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
19,dataset_yolo/autos_bw/auto019.png,data_1m/autos_bw/auto019_rep01.png,JXZ 668,True,0,[1 0 0 ... 1 1 1],[1 0 0 ... 1 1 1]
19,dataset_yolo/autos_bw/auto019.png,data_1m/autos_bw/auto019_rep02.png,JXZ 668,True,0,[1 0 0 ... 1 1 1],[1 0 0 ... 1 1 1]
19,dataset_yolo/autos_bw/auto019.png,data_1m/autos_bw/auto019_rep03.png,JXZ 668,False,1,[1 0 0 ... 1 1 1],[1 0 0 ... 1 1 1]
20,dataset_yolo/autos_bw/auto020.png,data_1m/autos_bw/auto020_rep01.png,RAU:2371,False,1,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
20,dataset_yolo/autos_bw/auto020.png,data_1m/autos_bw/auto020_rep02.png,RAU:2371,True,0,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
20,dataset_yolo/autos_bw/auto020.png,data_1m/autos_bw/auto020_rep03.png,RAU:2371,True,0,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
20,dataset_yolo/autos_bw/auto020.png,data_1m/autos_bw/auto020_rep04.png,RAU:2371,False,1,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
29,dataset_yolo/autos_bw/auto029.png,data_1m/autos_bw/auto029_rep01.png,JFL 8261,False,616,[0 0 0 ... 1 1 1],[0 0 0 ... 0 0 0]
22,dataset_yolo/autos_bw/auto022.png,data_1m/autos_bw/auto022_rep01.png,DBU 310,False,1,[0 0 0 ... 0 1 1],[0 0 0 ... 0 1 1]
22,dataset_yolo/autos_bw/auto022.png,data_1m/autos_bw/auto022_rep02.png,DBU 310,False,1,[0 0 0 ... 0 1 1],[0 0 0 ... 0 1 1]
23,dataset_yolo/autos_bw/auto023.png,data_1m/autos_bw/auto023_rep01.png,Zz0.409,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
23,dataset_yolo/autos_bw/auto023.png,data_1m/autos_bw/auto023_rep02.png,Zz0.409,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
23,dataset_yolo/autos_bw/auto023.png,data_1m/autos_bw/auto023_rep03.png,Zz0.409,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
23,dataset_yolo/autos_bw/auto023.png,data_1m/autos_bw/auto023_rep04.png,Zz0.409,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
24,dataset_yolo/autos_bw/auto024.png,data_1m/autos_bw/auto024_rep01.png,ULK,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
24,dataset_yolo/autos_bw/auto024.png,data_1m/autos_bw/auto024_rep02.png,ULK,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
24,dataset_yolo/autos_bw/auto024.png,data_1m/autos_bw/auto024_rep03.png,ULK,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
25,dataset_yolo/autos_bw/auto025.png,data_1m/autos_bw/auto025_rep01.png,NYV 513,True,0,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
25,dataset_yolo/autos_bw/auto025.png,data_1m/autos_bw/auto025_rep02.png,NYV 513,True,0,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
26,dataset_yolo/autos_bw/auto026.png,data_1m/autos_bw/auto026_rep01.png,ULX9631,True,0,[0 1 1 ... 0 0 0],[0 1 1 ... 0 0 0]
26,dataset_yolo/autos_bw/auto026.png,data_1m/autos_bw/auto026_rep02.png,ULX9631,True,0,[0 1 1 ... 0 0 0],[0 1 1 ... 0 0 0]
28,dataset_yolo/autos_bw/auto028.png,data_1m/autos_bw/auto028_rep01.png,DzS-446,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
28,dataset_yolo/autos_bw/auto028.png,data_1m/autos_bw/auto028_rep02.png,DzS-446,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
29,dataset_yolo/autos_bw/auto029.png,data_1m/autos_bw/auto029_rep02.png,JFL 8261,False,3,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
29,dataset_yolo/autos_bw/auto029.png,data_1m/autos_bw/auto029_rep03.png,JFL 8261,False,4,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
30,dataset_yolo/autos_bw/auto030.png,data_1m/autos_bw/auto030_rep01.png,UUT-864,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
30,dataset_yolo/autos_bw/auto030.png,data_1m/autos_bw/auto030_rep02.png,UUT-864,False,431,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
31,dataset_yolo/autos_bw/auto031.png,data_1m/autos_bw/auto031_rep01.png,RKM 559,True,0,[1 1 1 ... 0 0 0],[1 1 1 ... 0 0 0]
32,dataset_yolo/autos_bw/auto032.png,data_1m/autos_bw/auto032_rep01.png,EMM 0391,False,7,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
178,dataset_yolo/autos_bw/auto178.png,data_1m/autos_bw/auto178_rep01.png,CCN 216,False,1058,[0 0 0 ... 0 0 0],[1 1 0 ... 1 1 1]
33,dataset_yolo/autos_bw/auto033.png,data_1m/autos_bw/auto033_rep01.png,NKU:190,False,1,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
34,dataset_yolo/autos_bw/auto034.png,data_1m/autos_bw/auto034_rep01.png,CHT 398,True,0,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
34,dataset_yolo/autos_bw/auto034.png,data_1m/autos_bw/auto034_rep02.png,CHT 398,True,0,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
35,dataset_yolo/autos_bw/auto035.png,data_1m/autos_bw/auto035_rep01.png,JHV-190,False,7,[1 1 1 ... 1 1 1],[1 1 1 ... 1 1 1]
35,dataset_yolo/autos_bw/auto035.png,data_1m/autos_bw/auto035_rep02.png,JHV-190,False,10,[1 1 1 ... 1 1 1],[1 1 1 ... 1 1 1]
35,dataset_yolo/autos_bw/auto035.png,data_1m/autos_bw/auto035_rep03.png,JHV-190,False,18,[1 1 1 ... 1 1 1],[1 1 1 ... 1 1 1]
36,dataset_yolo/autos_bw/auto036.png,data_1m/autos_bw/auto036_rep01.png,FPN 470,False,1,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
36,dataset_yolo/autos_bw/auto036.png,data_1m/autos_bw/auto036_rep02.png,FPN 470,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
36,dataset_yolo/autos_bw/auto036.png,data_1m/autos_bw/auto036_rep03.png,FPN 470,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
36,dataset_yolo/autos_bw/auto036.png,data_1m/autos_bw/auto036_rep04.png,FPN 470,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
37,dataset_yolo/autos_bw/auto037.png,data_1m/autos_bw/auto037_rep01.png,IFU 194,True,0,[0 1 1 ... 0 0 0],[0 1 1 ... 0 0 0]
38,dataset_yolo/autos_bw/auto038.png,data_1m/autos_bw/auto038_rep01.png,IXN759,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
38,dataset_yolo/autos_bw/auto038.png,data_1m/autos_bw/auto038_rep02.png,IXN759,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
38,dataset_yolo/autos_bw/auto038.png,data_1m/autos_bw/auto038_rep03.png,IXN759,False,50,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
39,dataset_yolo/autos_bw/auto039.png,data_1m/autos_bw/auto039_rep01.png,KXK-460,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
39,dataset_yolo/autos_bw/auto039.png,data_1m/autos_bw/auto039_rep02.png,KXK-460,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
40,dataset_yolo/autos_bw/auto040.png,data_1m/autos_bw/auto040_rep01.png,KVZ 867,False,1,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
40,dataset_yolo/autos_bw/auto040.png,data_1m/autos_bw/auto040_rep02.png,KVZ 867,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
41,dataset_yolo/autos_bw/auto041.png,data_1m/autos_bw/auto041_rep01.png,RLM:799,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
41,dataset_yolo/autos_bw/auto041.png,data_1m/autos_bw/auto041_rep02.png,RLM:799,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
42,dataset_yolo/autos_bw/auto042.png,data_1m/autos_bw/auto042_rep01.png,KXZ.778,True,0,[0 0 0 ... 1 0 0],[0 0 0 ... 1 0 0]
43,dataset_yolo/autos_bw/auto043.png,data_1m/autos_bw/auto043_rep01.png,DOT 087-,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
44,dataset_yolo/autos_bw/auto044.png,data_1m/autos_bw/auto044_rep01.png,HvU =,True,0,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
44,dataset_yolo/autos_bw/auto044.png,data_1m/autos_bw/auto044_rep02.png,HvU =,True,0,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
44,dataset_yolo/autos_bw/auto044.png,data_1m/autos_bw/auto044_rep03.png,HvU =,True,0,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
45,dataset_yolo/autos_bw/auto045.png,data_1m/autos_bw/auto045_rep01.png,IFo 0851,True,0,[0 0 0 ... 0 1 1],[0 0 0 ... 0 1 1]
45,dataset_yolo/autos_bw/auto045.png,data_1m/autos_bw/auto045_rep02.png,IFo 0851,True,0,[0 0 0 ... 0 1 1],[0 0 0 ... 0 1 1]
46,dataset_yolo/autos_bw/auto046.png,data_1m/autos_bw/auto046_rep01.png,NDT-524,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
46,dataset_yolo/autos_bw/auto046.png,data_1m/autos_bw/auto046_rep02.png,NDT-524,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
48,dataset_yolo/autos_bw/auto048.png,data_1m/autos_bw/auto048_rep01.png,IMU991,True,0,[0 0 1 ... 1 1 1],[0 0 1 ... 1 1 1]
48,dataset_yolo/autos_bw/auto048.png,data_1m/autos_bw/auto048_rep02.png,IMU991,True,0,[0 0 1 ... 1 1 1],[0 0 1 ... 1 1 1]
48,dataset_yolo/autos_bw/auto048.png,data_1m/autos_bw/auto048_rep03.png,IMU991,False,1,[0 0 1 ... 1 1 1],[0 0 1 ... 1 1 1]
48,dataset_yolo/autos_bw/auto048.png,data_1m/autos_bw/auto048_rep04.png,IMU991,True,0,[0 0 1 ... 1 1 1],[0 0 1 ... 1 1 1]
49,dataset_yolo/autos_bw/auto049.png,data_1m/autos_bw/auto049_rep01.png,RNV:110,False,7,[1 0 0 ... 1 1 1],[1 0 0 ... 1 1 1]
49,dataset_yolo/autos_bw/auto049.png,data_1m/autos_bw/auto049_rep02.png,RNV:110,False,3,[1 0 0 ... 1 1 1],[1 0 0 ... 1 1 1]
49,dataset_yolo/autos_bw/auto049.png,data_1m/autos_bw/auto049_rep03.png,RNV:110,False,5,[1 0 0 ... 1 1 1],[1 0 0 ... 1 1 1]
50,dataset_yolo/autos_bw/auto050.png,data_1m/autos_bw/auto050_rep01.png,IHX978,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
50,dataset_yolo/autos_bw/auto050.png,data_1m/autos_bw/auto050_rep02.png,IHX978,False,1,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
51,dataset_yolo/autos_bw/auto051.png,data_1m/autos_bw/auto051_rep01.png,KXU.598,False,1,[1 1 1 ... 1 1 1],[1 1 1 ... 1 1 1]
52,dataset_yolo/autos_bw/auto052.png,data_1m/autos_bw/auto052_rep01.png,AHD 857,True,0,[1 0 0 ... 1 0 1],[1 0 0 ... 1 0 1]
52,dataset_yolo/autos_bw/auto052.png,data_1m/autos_bw/auto052_rep02.png,AHD 857,True,0,[1 0 0 ... 1 0 1],[1 0 0 ... 1 0 1]
52,dataset_yolo/autos_bw/auto052.png,data_1m/autos_bw/auto052_rep03.png,AHD 857,True,0,[1 0 0 ... 1 0 1],[1 0 0 ... 1 0 1]
53,dataset_yolo/autos_bw/auto053.png,data_1m/autos_bw/auto053_rep01.png,HIT-689,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
53,dataset_yolo/autos_bw/auto053.png,data_1m/autos_bw/auto053_rep02.png,HIT-689,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
54,dataset_yolo/autos_bw/auto054.png,data_1m/autos_bw/auto054_rep01.png,HBU 176/,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
54,dataset_yolo/autos_bw/auto054.png,data_1m/autos_bw/auto054_rep02.png,HBU 176/,False,1,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
55,dataset_yolo/autos_bw/auto055.png,data_1m/autos_bw/auto055_rep01.png,IMK 4881,False,3,[1 1 1 ... 0 0 0],[1 1 1 ... 0 0 0]
55,dataset_yolo/autos_bw/auto055.png,data_1m/autos_bw/auto055_rep02.png,IMK 4881,False,3,[1 1 1 ... 0 0 0],[1 1 1 ... 0 0 0]
56,dataset_yolo/autos_bw/auto056.png,data_1m/autos_bw/auto056_rep01.png,ZYM287,False,2,[1 1 1 ... 0 0 0],[1 1 1 ... 0 0 0]
56,dataset_yolo/autos_bw/auto056.png,data_1m/autos_bw/auto056_rep02.png,ZYM287,False,3,[1 1 1 ... 0 0 0],[1 1 1 ... 0 0 0]
57,dataset_yolo/autos_bw/auto057.png,data_1m/autos_bw/auto057_rep01.png,Gix 414,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
58,dataset_yolo/autos_bw/auto058.png,data_1m/autos_bw/auto058_rep01.png,IYHU 540,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
58,dataset_yolo/autos_bw/auto058.png,data_1m/autos_bw/auto058_rep02.png,IYHU 540,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
58,dataset_yolo/autos_bw/auto058.png,data_1m/autos_bw/auto058_rep03.png,IYHU 540,False,5,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
59,dataset_yolo/autos_bw/auto059.png,data_1m/autos_bw/auto059_rep01.png,RJz 690],True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
59,dataset_yolo/autos_bw/auto059.png,data_1m/autos_bw/auto059_rep02.png,RJz 690],True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
60,dataset_yolo/autos_bw/auto060.png,data_1m/autos_bw/auto060_rep01.png,NAL.348,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
89,dataset_yolo/autos_bw/auto089.png,data_1m/autos_bw/auto089_rep01.png,NuK 507,False,1030,[0 0 1 ... 0 0 0],[1 1 1 ... 1 1 1]
61,dataset_yolo/autos_bw/auto061.png,data_1m/autos_bw/auto061_rep01.png,NJP-338,False,1,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
62,dataset_yolo/autos_bw/auto062.png,data_1m/autos_bw/auto062_rep01.png,"HCM: 1,39",False,17,[1 1 1 ... 0 0 0],[1 1 1 ... 0 0 0]
62,dataset_yolo/autos_bw/auto062.png,data_1m/autos_bw/auto062_rep02.png,"HCM: 1,39",False,4,[1 1 1 ... 0 0 0],[1 1 1 ... 0 0 0]
63,dataset_yolo/autos_bw/auto063.png,data_1m/autos_bw/auto063_rep01.png,UCO 197,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
63,dataset_yolo/autos_bw/auto063.png,data_1m/autos_bw/auto063_rep02.png,UCO 197,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
63,dataset_yolo/autos_bw/auto063.png,data_1m/autos_bw/auto063_rep03.png,UCO 197,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
63,dataset_yolo/autos_bw/auto063.png,data_1m/autos_bw/auto063_rep04.png,UCO 197,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
64,dataset_yolo/autos_bw/auto064.png,data_1m/autos_bw/auto064_rep04.png,DDX699,True,0,[1 0 1 ... 0 0 0],[1 0 1 ... 0 0 0]
64,dataset_yolo/autos_bw/auto064.png,data_1m/autos_bw/auto064_rep05.png,DDX699,True,0,[1 0 1 ... 0 0 0],[1 0 1 ... 0 0 0]
64,dataset_yolo/autos_bw/auto064.png,data_1m/autos_bw/auto064_rep06.png,DDX699,True,0,[1 0 1 ... 0 0 0],[1 0 1 ... 0 0 0]
66,dataset_yolo/autos_bw/auto066.png,data_1m/autos_bw/auto066_rep02.png,CDU 939,False,2,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
66,dataset_yolo/autos_bw/auto066.png,data_1m/autos_bw/auto066_rep03.png,CDU 939,False,4,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
67,dataset_yolo/autos_bw/auto067.png,data_1m/autos_bw/auto067_rep01.png,IrO 739,False,4,[1 1 0 ... 0 0 0],[1 1 0 ... 0 0 0]
190,,data_1m/autos_bw/auto190_rep01.png,,False,2000,,[0 1 1 ... 0 0 0]
2,dataset_yolo/autos_bw/auto002.png,data_1m/autos_bw/auto002_rep05.png,MAU.096,False,834,[0 0 0 ... 0 0 0],[0 0 1 ... 0 0 0]
68,dataset_yolo/autos_bw/auto068.png,data_1m/autos_bw/auto068_rep01.png,JVS 108,True,0,[0 0 1 ... 0 0 0],[0 0 1 ... 0 0 0]
69,dataset_yolo/autos_bw/auto069.png,data_1m/autos_bw/auto069_rep01.png,NHO 4.80,True,0,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1]
70,dataset_yolo/autos_bw/auto070.png,data_1m/autos_bw/auto070_rep01.png,NLV 666,False,5,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
70,dataset_yolo/autos_bw/auto070.png,data_1m/autos_bw/auto070_rep02.png,NLV 666,False,9,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
71,dataset_yolo/autos_bw/auto071.png,data_1m/autos_bw/auto071_rep01.png,NCR.9?0,True,0,[0 1 1 ... 0 0 0],[0 1 1 ... 0 0 0]
71,dataset_yolo/autos_bw/auto071.png,data_1m/autos_bw/auto071_rep02.png,NCR.9?0,True,0,[0 1 1 ... 0 0 0],[0 1 1 ... 0 0 0]
36,dataset_yolo/autos_bw/auto036.png,data_1m/autos_bw/auto036_rep05.png,FPN 470,False,810,[0 0 0 ... 0 0 0],[1 0 0 ... 0 0 0]
72,dataset_yolo/autos_bw/auto072.png,data_1m/autos_bw/auto072_rep01.png,HAN557,True,0,[0 0 1 ... 0 0 0],[0 0 1 ... 0 0 0]
72,dataset_yolo/autos_bw/auto072.png,data_1m/autos_bw/auto072_rep02.png,HAN557,True,0,[0 0 1 ... 0 0 0],[0 0 1 ... 0 0 0]
73,dataset_yolo/autos_bw/auto073.png,data_1m/autos_bw/auto073_rep01.png,RFX 436,False,3,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
73,dataset_yolo/autos_bw/auto073.png,data_1m/autos_bw/auto073_rep02.png,RFX 436,False,3,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
75,dataset_yolo/autos_bw/auto075.png,data_1m/autos_bw/auto075_rep01.png,UMU 904,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
75,dataset_yolo/autos_bw/auto075.png,data_1m/autos_bw/auto075_rep02.png,UMU 904,True,0,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0]
